,index,HA,workplace_name,workplace_address,city,date_cluster_confirmed_public_health,date_cluster_no_longer_active,earliest_reported_cases,latest_reported_cases,workplace_classification,cases_when_cluster_confirmed,total_cases,workplace_status,closure_y_n,closed_by_order,voluntary_closure,closure_date,partially_closed,unknown_closure_type,open,days_since_last_case,active_clusters,cluster_confirmed_epidate,doc_page_number,cluster_closed_epidate,file,flag,consolidated_status
7132,178.0,FHA,,,Surrey,2021-04-14,2021-04-27,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-16,No,No,Yes,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
7133,179.0,FHA,,,Burnaby,2021-04-14,2021-04-27,,,Transportation,7.0,7.0,,No,,Unknown,,No,No,No,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,
7134,180.0,FHA,,,Surrey,2021-04-14,2021-04-24,,,Restaurant/Bar/Lounge,5.0,5.0,Closed,Yes,,Unknown,2021-04-15,No,No,Yes,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
7135,181.0,FHA,,,Surrey,2021-04-14,2021-04-24,,,Retail,5.0,5.0,Closed,Yes,,Unknown,2021-04-14,No,No,Yes,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
7136,182.0,VCH,,,Vancouver,2021-04-14,,2021-04-14,2021-05-05,Manufacturing/Industry,,4.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,No,No,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Partially closed or widespread isolation by PH
7137,183.0,NHA,,,Unknown,2021-04-14,2021-04-29,,,Maintenance/Trades/Construction,3.0,4.0,Voluntary closure,Yes,,Yes,,Unknown,No,No,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
7138,184.0,FHA,,,Burnaby,2021-04-15,2021-05-11,,,Manufacturing/Industry,25.0,25.0,Closed,Yes,,Unknown,2021-04-18,No,No,Yes,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
7139,185.0,FHA,,,Burnaby,2021-04-15,2021-05-08,,,Transportation,12.0,12.0,Closed,Yes,,Unknown,2021-04-16,No,No,Yes,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
7140,186.0,FHA,,,Langley,2021-04-15,2021-05-06,,,Restaurant/Bar/Lounge,4.0,4.0,Closed,Yes,,Unknown,2021-04-16,No,No,Yes,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
7141,187.0,FHA,,,Surrey,2021-04-15,2021-04-30,,,Gym/Fitness,13.0,13.0,Closed,Yes,,Unknown,2021-04-16,No,No,Yes,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
7142,188.0,FHA,,,Langley,2021-04-15,2021-04-29,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-17,No,No,Yes,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
7143,189.0,VCH,,,Vancouver,2021-04-15,,2021-04-15,2021-05-01,Office,,3.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,No,No,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Partially closed or widespread isolation by PH
7144,190.0,FHA,,,Langley,2021-04-16,2021-05-08,,,Retail,11.0,11.0,,No,,Unknown,,No,No,No,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,
7145,191.0,FHA,,,Burnaby,2021-04-16,2021-05-06,,,Other,4.0,4.0,,No,,Unknown,,No,No,No,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,
7146,192.0,FHA,,,Surrey,2021-04-16,2021-04-30,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-18,No,No,Yes,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,Closed
7147,193.0,FHA,,,Delta,2021-04-16,2021-04-26,,,Retail,7.0,7.0,,No,,Unknown,,No,No,No,,No,15-2021,76,,F22-1445 Records_Part6.pdf,,
7148,194.0,FHA,,,Chilliwack,2021-04-16,2021-04-21,,,Gym/Fitness,3.0,3.0,,No,,Unknown,,No,No,No,,No,15-2021,77,,F22-1445 Records_Part6.pdf,,
7149,195.0,VCH,,,Vancouver,2021-04-16,,2021-04-16,2021-05-09,Retail,,21.0,Ordered closed by PH,Yes,,No,2021-04-21,No,No,No,,No,15-2021,77,,F22-1445 Records_Part6.pdf,,Closed
7150,196.0,VCH,,,Richmond,2021-04-16,,2021-04-16,2021-05-04,Other,,4.0,Managed without closure (not closed),No,,No,,No,No,Yes,,No,15-2021,77,,F22-1445 Records_Part6.pdf,,Not closed
7151,197.0,VCH,,,Vancouver,2021-04-16,,2021-04-16,2021-05-01,Office,,3.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,No,No,,No,15-2021,77,,F22-1445 Records_Part6.pdf,,Partially closed or widespread isolation by PH
7152,198.0,FHA,,,Burnaby,2021-04-17,2021-04-29,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-18,No,No,Yes,,No,15-2021,77,,F22-1445 Records_Part6.pdf,,Closed
7153,199.0,FHA,,,Port Coquitlam,2021-04-17,2021-04-26,,,Transportation,4.0,4.0,,No,,Unknown,,No,No,No,,No,15-2021,77,,F22-1445 Records_Part6.pdf,,
7154,200.0,VCH,,,West Vancouver,2021-04-17,,2021-04-17,2021-05-14,Maintenance/Trades/Construction,,12.0,Ordered closed by PH,Yes,,No,2021-04-24,No,No,No,,No,15-2021,77,,F22-1445 Records_Part6.pdf,,Closed
7155,201.0,VCH,,,North Vancouver,2021-04-17,,2021-04-17,2021-05-02,Retail,,3.0,Managed without closure (not closed),No,,No,,No,No,Yes,,No,15-2021,77,,F22-1445 Records_Part6.pdf,,Not closed
7156,202.0,NHA,,,Unknown,2021-04-17,2021-05-20,,,Health Care Facility (Acute/LTC),,5.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,No,No,,No,15-2021,77,,F22-1445 Records_Part6.pdf,,Not closed
7157,203.0,FHA,,,Port Coquitlam,2021-04-18,2021-05-06,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-19,No,No,Yes,,No,16-2021,77,,F22-1445 Records_Part6.pdf,,Closed
7158,204.0,FHA,,,Surrey,2021-04-18,2021-05-05,,,Retail,13.0,13.0,Closed,Yes,,Unknown,2021-04-20,No,No,Yes,,No,16-2021,77,,F22-1445 Records_Part6.pdf,,Closed
7159,205.0,FHA,,,Surrey,2021-04-18,2021-05-05,,,Gym/Fitness,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,77,,F22-1445 Records_Part6.pdf,,
7160,206.0,FHA,,,Abbotsford,2021-04-18,2021-04-18,,,Other,5.0,5.0,,No,,Unknown,,No,No,No,,No,16-2021,77,,F22-1445 Records_Part6.pdf,,
7161,207.0,VCH,,,North Vancouver,2021-04-18,,2021-04-18,2021-05-12,School/Daycare,,11.0,Ordered closed by PH,Yes,,No,2021-04-06,No,No,No,,No,16-2021,77,,F22-1445 Records_Part6.pdf,,Closed
7162,208.0,NHA,,,Unknown,2021-04-18,2021-05-06,,,Maintenance/Trades/Construction,3.0,3.0,Voluntary closure,Yes,,Yes,,Unknown,No,No,,No,16-2021,77,,F22-1445 Records_Part6.pdf,,Closed
7163,209.0,FHA,,,Coquitlam,2021-04-19,2021-05-26,,,Office,5.0,5.0,Closed,Yes,,Unknown,2021-04-20,No,No,Yes,,No,16-2021,77,,F22-1445 Records_Part6.pdf,,Closed
7164,210.0,FHA,,,Delta,2021-04-19,2021-05-17,,,Retail,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,77,,F22-1445 Records_Part6.pdf,,
7165,211.0,FHA,,,Abbotsford,2021-04-19,2021-05-16,,,Retail,9.0,9.0,,No,,Unknown,,No,No,No,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,
7166,212.0,FHA,,,Langley,2021-04-19,2021-05-10,,,Food Processing,7.0,7.0,,No,,Unknown,,No,No,No,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,
7167,213.0,FHA,,,Delta,2021-04-19,2021-05-07,,,Transportation,4.0,4.0,,No,,Unknown,,No,No,No,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,
7168,214.0,FHA,,,Burnaby,2021-04-19,2021-05-07,,,Office,10.0,10.0,,No,,Unknown,,No,No,No,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,
7169,215.0,FHA,,,Maple Ridge,2021-04-19,2021-05-05,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-21,No,No,Yes,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,Closed
7170,216.0,FHA,,,Surrey,2021-04-19,2021-05-04,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-20,No,No,Yes,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,Closed
7171,217.0,FHA,,,Surrey,2021-04-19,2021-05-03,,,Retail,5.0,5.0,Closed,Yes,,Unknown,2021-04-20,No,No,Yes,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,Closed
7172,218.0,FHA,,,Langley,2021-04-19,2021-05-03,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-21,No,No,Yes,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,Closed
7173,219.0,FHA,,,Delta,2021-04-19,2021-05-01,,,Food Processing,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,
7174,220.0,FHA,,,Burnaby,2021-04-19,2021-05-01,,,Office,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,
7175,221.0,FHA,,,Port Coquitlam,2021-04-19,2021-04-30,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-22,No,No,Yes,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,Closed
7176,222.0,FHA,,,Surrey,2021-04-19,2021-04-29,,,Manufacturing/Industry,5.0,5.0,,No,,Unknown,,No,No,No,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,
7177,223.0,FHA,,,Langley,2021-04-19,2021-04-29,,,Manufacturing/Industry,4.0,4.0,,No,,Unknown,,No,No,No,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,
7178,224.0,FHA,,,Surrey,2021-04-19,2021-04-29,,,Office,6.0,6.0,Closed,Yes,,Unknown,2021-04-21,Yes,No,Yes,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,Closed
7179,225.0,FHA,,,Delta,2021-04-19,2021-04-26,,,Farm/Agriculture,5.0,5.0,,No,,Unknown,,No,No,No,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,
7180,226.0,FHA,,,Surrey,2021-04-19,2021-04-20,,,Office,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,
7181,227.0,VCH,,,Richmond,2021-04-19,,2021-04-19,2021-05-11,Food Processing,,5.0,Managed without closure (not closed),No,,No,,No,No,Yes,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,Not closed
7182,228.0,FHA,,,Langley,2021-04-20,2021-05-09,,,Maintenance/Trades/Construction,35.0,35.0,,No,,Unknown,,No,No,No,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,
7183,229.0,FHA,,,Coquitlam,2021-04-20,2021-05-06,,,Manufacturing/Industry,7.0,7.0,Closed,Yes,,Unknown,2021-04-21,No,No,Yes,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,Closed
7184,230.0,FHA,,,Abbotsford,2021-04-20,2021-05-05,,,Personal Care,4.0,4.0,Closed,Yes,,Unknown,2021-04-22,No,No,Yes,,No,16-2021,78,,F22-1445 Records_Part6.pdf,,Closed
7185,231.0,FHA,,,Delta,2021-04-20,2021-05-04,,,Transportation,4.0,4.0,Closed,Yes,,Unknown,2021-04-21,No,No,Yes,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,Closed
7186,232.0,FHA,,,Burnaby,2021-04-20,2021-05-04,,,Manufacturing/Industry,5.0,5.0,,No,,Unknown,,No,No,No,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,
7187,233.0,FHA,,,Surrey,2021-04-20,2021-05-03,,,Personal Care,4.0,4.0,Closed,Yes,,Unknown,2021-04-21,No,No,Yes,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,Closed
7188,234.0,FHA,,,Abbotsford,2021-04-20,2021-05-02,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-21,Yes,No,Yes,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,Closed
7189,235.0,FHA,,,Burnaby,2021-04-20,2021-05-01,,,Maintenance/Trades/Construction,4.0,4.0,,No,,Unknown,,No,No,No,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,
7190,236.0,FHA,,,Delta,2021-04-20,2021-04-30,,,Maintenance/Trades/Construction,3.0,3.0,Closed,Yes,,Unknown,2021-04-21,Yes,No,Yes,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,Closed
7191,237.0,FHA,,,Burnaby,2021-04-20,2021-04-30,,,Maintenance/Trades/Construction,5.0,5.0,,No,,Unknown,,No,No,No,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,
7192,238.0,FHA,,,Abbotsford,2021-04-20,2021-04-29,,,Office,4.0,4.0,,No,,Unknown,,No,No,No,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,
7193,239.0,FHA,,,Surrey,2021-04-20,2021-04-28,,,Warehouse,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,
7194,240.0,FHA,,,Surrey,2021-04-20,2021-04-27,,,Gym/Fitness,11.0,11.0,Closed,Yes,,Unknown,2021-04-20,No,No,Yes,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,Closed
7195,241.0,FHA,,,Port Coquitlam,2021-04-20,2021-04-20,,,Gym/Fitness,5.0,5.0,,No,,Unknown,,No,No,No,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,
7196,242.0,FHA,,,Langley,2021-04-20,2021-04-20,,,Personal Care,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,
7197,243.0,VIHA,,,Duncan,2021-04-20,,2021-04-15,2021-04-20,Office,0.0,3.0,Open,No,,No,,Unknown,No,Yes,259.0,No,16-2021,79,,F22-1445 Records_Part6.pdf,,Not closed
7198,244.0,VIHA,,,Nanaimo,2021-04-20,,2021-04-09,2021-04-20,Food Processing,0.0,3.0,Open,No,,No,,Unknown,No,Yes,259.0,No,16-2021,79,,F22-1445 Records_Part6.pdf,,Not closed
7199,245.0,NHA,,,Unknown,2021-04-20,2021-04-26,,,Restaurant/Bar/Lounge,4.0,4.0,Voluntary closure,Yes,,Yes,,Unknown,No,No,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,Closed
7200,246.0,FHA,,,Chilliwack,2021-04-21,2021-05-18,,,First Responder,6.0,6.0,,No,,Unknown,,No,No,No,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,
7201,247.0,FHA,,,Surrey,2021-04-21,2021-05-13,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-22,No,No,Yes,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,Closed
7202,248.0,FHA,,,Surrey,2021-04-21,2021-05-07,,,Transportation,6.0,6.0,,No,,Unknown,,No,No,No,,No,16-2021,79,,F22-1445 Records_Part6.pdf,,
7203,249.0,FHA,,,Burnaby,2021-04-21,2021-05-01,,,Maintenance/Trades/Construction,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,
7204,250.0,FHA,,,Abbotsford,2021-04-21,2021-05-01,,,Farm/Agriculture,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,
7205,251.0,VIHA,,,Victoria,2021-04-21,,2021-04-20,2021-04-27,Office,0.0,10.0,Closed,Yes,,Yes,,Unknown,No,No,252.0,No,16-2021,80,,F22-1445 Records_Part6.pdf,,Closed
7206,252.0,VIHA,,,Victoria,2021-04-21,,2021-04-20,2021-04-21,Other,0.0,3.0,Open,No,,No,,Unknown,No,Yes,258.0,No,16-2021,80,,F22-1445 Records_Part6.pdf,,Not closed
7207,253.0,VIHA,,,Victoria,2021-04-21,,2021-04-17,2021-04-26,Hospitality/Services,0.0,4.0,Open,No,,No,,Unknown,No,Yes,253.0,No,16-2021,80,,F22-1445 Records_Part6.pdf,,Not closed
7208,254.0,VCH,,,Vancouver,2021-04-21,,2021-04-21,2021-05-11,Retail,,5.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,No,No,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,Partially closed or widespread isolation by PH
7209,255.0,FHA,,,Maple Ridge,2021-04-22,2021-05-14,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-23,No,No,Yes,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,Closed
7210,256.0,FHA,,,Langley,2021-04-22,2021-05-13,,,Manufacturing/Industry,19.0,19.0,Closed,Yes,,Unknown,2021-04-23,No,No,Yes,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,Closed
7211,257.0,FHA,,,Abbotsford,2021-04-22,2021-05-12,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,
7212,258.0,FHA,,,Burnaby,2021-04-22,2021-05-11,,,Gym/Fitness,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,
7213,259.0,FHA,,,Langley,2021-04-22,2021-05-10,,,Retail,6.0,6.0,Closed,Yes,,Unknown,2021-04-23,No,No,Yes,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,Closed
7214,260.0,FHA,,,Surrey,2021-04-22,2021-05-05,,,Office,4.0,4.0,Closed,Yes,,Unknown,2021-04-23,No,No,Yes,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,Closed
7215,261.0,FHA,,,Surrey,2021-04-22,2021-05-04,,,Restaurant/Bar/Lounge,5.0,5.0,Closed,Yes,,Unknown,2021-04-22,No,No,Yes,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,Closed
7216,262.0,FHA,,,Abbotsford,2021-04-22,2021-05-04,,,Retail,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,
7217,263.0,FHA,,,Surrey,2021-04-22,2021-04-29,,,Maintenance/Trades/Construction,4.0,4.0,Closed,Yes,,Unknown,2021-04-24,No,No,Yes,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,Closed
7218,264.0,FHA,,,Langley,2021-04-22,2021-04-29,,,Gym/Fitness,4.0,4.0,,No,,Unknown,,No,No,No,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,
7219,265.0,FHA,,,Delta,2021-04-22,2021-04-27,,,Other,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,
7220,266.0,FHA,,,Surrey,2021-04-23,2021-06-09,,,Retail,15.0,15.0,,No,,Unknown,,No,No,No,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,
7221,267.0,FHA,,,Surrey,2021-04-23,2021-05-26,,,Gym/Fitness,8.0,8.0,Closed,Yes,,Unknown,2021-05-05,No,No,Yes,,No,16-2021,80,,F22-1445 Records_Part6.pdf,,Closed
7222,268.0,FHA,,,Surrey,2021-04-23,2021-05-11,,,Other,8.0,8.0,Closed,Yes,,Unknown,2021-04-26,No,No,Yes,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7223,269.0,FHA,,,Abbotsford,2021-04-23,2021-05-11,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-25,No,No,Yes,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7224,270.0,FHA,,,Surrey,2021-04-23,2021-05-11,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-24,No,No,Yes,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7225,271.0,FHA,,,Langley,2021-04-23,2021-05-08,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-24,No,No,Yes,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7226,272.0,FHA,,,Burnaby,2021-04-23,2021-05-06,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-23,No,No,Yes,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7227,273.0,FHA,,,Surrey,2021-04-23,2021-05-03,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-23,No,No,Yes,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7228,274.0,FHA,,,Maple Ridge,2021-04-23,2021-05-01,,,Office,5.0,5.0,,No,,Unknown,,No,No,No,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,
7229,275.0,FHA,,,Langley,2021-04-23,2021-04-27,,,Restaurant/Bar/Lounge,3.0,3.0,,No,,Unknown,,No,No,No,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,
7230,276.0,FHA,,,Surrey,2021-04-24,2021-05-19,,,Manufacturing/Industry,8.0,8.0,,No,,Unknown,,No,No,No,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,
7231,277.0,FHA,,,Chilliwack,2021-04-24,2021-05-14,,,Other,6.0,6.0,Closed,Yes,,Unknown,2021-04-24,No,No,Yes,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7232,278.0,FHA,,,Burnaby,2021-04-24,2021-05-12,,,Transportation,5.0,5.0,,No,,Unknown,,No,No,No,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,
7233,279.0,FHA,,,Maple Ridge,2021-04-24,2021-05-06,,,Restaurant/Bar/Lounge,6.0,6.0,Closed,Yes,,Unknown,2021-04-24,Yes,No,Yes,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7234,280.0,FHA,,,Surrey,2021-04-24,2021-05-04,,,Retail,6.0,6.0,Closed,Yes,,Unknown,2021-04-25,No,No,Yes,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7235,281.0,FHA,,,Langley,2021-04-24,2021-05-04,,,Retail,3.0,3.0,Closed,Yes,,Unknown,2021-04-25,No,No,Yes,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7236,282.0,VCH,,,Vancouver,2021-04-24,,2021-04-24,2021-05-16,Maintenance/Trades/Construction,,4.0,Voluntarily closed by operator,Yes,,Yes,2021-04-29,No,No,No,,No,16-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7237,283.0,FHA,,,Abbotsford,2021-04-25,2021-05-12,,,Gym/Fitness,5.0,5.0,,No,,Unknown,,No,No,No,,No,17-2021,81,,F22-1445 Records_Part6.pdf,,
7238,284.0,FHA,,,New Westminster,2021-04-25,2021-05-08,,,Warehouse,14.0,14.0,Closed,Yes,,Unknown,2021-04-26,No,No,Yes,,No,17-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7239,285.0,VIHA,,,Victoria,2021-04-25,,2021-04-21,2021-04-28,Restaurant/Bar/Lounge,0.0,7.0,Closed,Yes,,Yes,,Unknown,No,No,251.0,No,17-2021,81,,F22-1445 Records_Part6.pdf,,Closed
7240,286.0,VIHA,,,Langford,2021-04-25,,2021-04-18,2021-04-25,Office,0.0,3.0,Closed,Yes,,Yes,,Unknown,No,No,254.0,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Closed
7241,287.0,VCH,,,Vancouver,2021-04-25,,2021-04-25,2021-05-26,School/Daycare,,8.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,No,No,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Partially closed or widespread isolation by PH
7242,288.0,NHA,,,Unknown,2021-04-25,2021-05-03,,,Restaurant/Bar/Lounge,2.0,6.0,Voluntary closure,Yes,,Yes,,Unknown,No,No,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Closed
7243,289.0,FHA,,,Surrey,2021-04-26,2021-05-14,,,Retail,14.0,14.0,Closed,Yes,,Unknown,2021-04-27,No,No,Yes,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Closed
7244,290.0,FHA,,,Delta,2021-04-26,2021-05-11,,,Office,4.0,4.0,Closed,Yes,,Unknown,2021-04-26,No,No,Yes,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Closed
7245,291.0,FHA,,,Langley,2021-04-26,2021-05-09,,,Farm/Agriculture,3.0,3.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,No,Yes,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Not closed
7246,292.0,FHA,,,Abbotsford,2021-04-26,2021-05-08,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-27,No,No,Yes,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Closed
7247,293.0,FHA,,,Abbotsford,2021-04-26,2021-05-07,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-27,No,No,Yes,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Closed
7248,294.0,FHA,,,Langley,2021-04-26,2021-05-06,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-27,No,No,Yes,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Closed
7249,295.0,FHA,,,Surrey,2021-04-26,2021-05-05,,,Retail,3.0,3.0,Closed,Yes,,Unknown,2021-04-27,No,No,Yes,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Closed
7250,296.0,FHA,,,Chilliwack,2021-04-26,2021-05-05,,,Maintenance/Trades/Construction,3.0,3.0,Not closed: Alternate control measures,No,,Unknown,,No,No,Yes,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Not closed
7251,297.0,FHA,,,Burnaby,2021-04-26,2021-04-26,,,Manufacturing/Industry,4.0,4.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,No,Yes,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Not closed
7252,298.0,VIHA,,,Victoria,2021-04-26,,2021-04-21,2021-04-26,Office,0.0,3.0,Closed,Yes,,Yes,,Unknown,No,No,253.0,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Closed
7253,299.0,VCH,,,Vancouver,2021-04-26,,2021-04-26,2021-05-16,Retail,,3.0,Managed without closure (not closed),No,,No,,No,No,Yes,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Not closed
7254,300.0,FHA,,,Chilliwack,2021-04-27,2021-05-22,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-27,Yes,No,Yes,,No,17-2021,82,,F22-1445 Records_Part6.pdf,,Closed
7255,301.0,FHA,,,Abbotsford,2021-04-27,2021-05-17,,,Warehouse,7.0,7.0,Not closed: Alternate control measures,No,,Unknown,,No,No,Yes,,No,17-2021,83,,F22-1445 Records_Part6.pdf,,Not closed
7256,302.0,FHA,,,Langley,2021-04-27,2021-05-14,,,Retail,11.0,11.0,Closed,Yes,,Unknown,2021-04-29,No,No,Yes,,No,17-2021,83,,F22-1445 Records_Part6.pdf,,Closed
7257,303.0,FHA,,,Langley,2021-04-27,2021-05-12,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-27,No,No,Yes,,No,17-2021,83,,F22-1445 Records_Part6.pdf,,Closed
7258,304.0,FHA,,,Surrey,2021-04-27,2021-05-12,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-28,No,No,Yes,,No,17-2021,83,,F22-1445 Records_Part6.pdf,,Closed
